"NID","PE","ING","AL","AD","V","A","O","D"
1421.00,2.00,38697.00,6594.00,3391.00,0.00,0.00,0.00,95.00
1422.00,3.00,37251.00,7510.00,3386.00,0.00,1.00,0.00,95.00
1423.00,1.00,40911.00,8162.00,3439.00,1.00,1.00,0.00,95.00
1424.00,2.00,44806.00,8315.00,4707.00,1.00,1.00,0.00,95.00
1425.00,2.00,42237.00,8448.00,5277.00,1.00,0.00,0.00,95.00
1426.00,1.00,32885.00,7229.00,3774.00,1.00,0.00,0.00,96.00
1427.00,3.00,40449.00,8052.00,4335.00,0.00,0.00,0.00,96.00
1428.00,3.00,30070.00,5950.00,3272.00,1.00,0.00,0.00,96.00
1429.00,3.00,40918.00,9292.00,4753.00,0.00,1.00,0.00,96.00
1430.00,2.00,48139.00,10886.00,5241.00,0.00,0.00,0.00,96.00
1431.00,3.00,36799.00,7697.00,3782.00,1.00,0.00,0.00,96.00
1432.00,3.00,34670.00,7412.00,3659.00,1.00,0.00,0.00,96.00
1433.00,3.00,42173.00,7809.00,4673.00,0.00,0.00,0.00,96.00
1434.00,3.00,42728.00,8716.00,4936.00,0.00,0.00,0.00,96.00
1435.00,2.00,43407.00,9026.00,4965.00,1.00,0.00,0.00,96.00
1436.00,4.00,37307.00,7833.00,3169.00,1.00,1.00,0.00,96.00
1437.00,2.00,43591.00,9232.00,4804.00,1.00,0.00,0.00,96.00
1438.00,2.00,49711.00,9811.00,4436.00,1.00,1.00,0.00,96.00
1439.00,3.00,41126.00,8829.00,4069.00,0.00,0.00,1.00,96.00
1440.00,1.00,41178.00,7017.00,4855.00,1.00,1.00,0.00,96.00
1441.00,3.00,47818.00,10883.00,3785.00,1.00,1.00,0.00,97.00
1442.00,1.00,46953.00,8603.00,3961.00,0.00,0.00,1.00,97.00
1443.00,5.00,35275.00,6891.00,3624.00,1.00,1.00,0.00,97.00
1444.00,1.00,38095.00,7577.00,3119.00,1.00,0.00,0.00,97.00
1445.00,3.00,42317.00,7895.00,6321.00,0.00,1.00,0.00,97.00
1446.00,3.00,36645.00,7755.00,3948.00,1.00,1.00,0.00,97.00
1447.00,1.00,41782.00,8556.00,5203.00,1.00,1.00,0.00,97.00
1448.00,3.00,46774.00,10251.00,5258.00,0.00,1.00,0.00,97.00
1449.00,3.00,42512.00,9424.00,4565.00,0.00,1.00,0.00,97.00
1450.00,1.00,47678.00,9348.00,4680.00,1.00,0.00,0.00,97.00
1451.00,1.00,39233.00,9083.00,4688.00,1.00,1.00,0.00,97.00
1452.00,3.00,42469.00,7798.00,4537.00,1.00,1.00,1.00,97.00
1453.00,3.00,37678.00,7646.00,2769.00,1.00,1.00,0.00,97.00
1454.00,2.00,31135.00,6106.00,2678.00,1.00,0.00,0.00,97.00
1455.00,3.00,43325.00,9155.00,4763.00,1.00,0.00,0.00,97.00
1456.00,2.00,37811.00,8110.00,4714.00,1.00,0.00,1.00,97.00
1457.00,3.00,35108.00,6718.00,2443.00,1.00,0.00,0.00,97.00
1458.00,5.00,36880.00,6829.00,3584.00,0.00,1.00,0.00,97.00
1459.00,4.00,44735.00,9116.00,4612.00,0.00,1.00,0.00,97.00
1460.00,2.00,36794.00,8080.00,3637.00,1.00,0.00,0.00,97.00
1461.00,1.00,41341.00,8657.00,3969.00,1.00,0.00,0.00,98.00
1462.00,5.00,42032.00,8199.00,4638.00,1.00,1.00,0.00,98.00
1463.00,5.00,44948.00,8951.00,4155.00,1.00,1.00,0.00,98.00
1464.00,4.00,41177.00,8815.00,3408.00,1.00,1.00,0.00,98.00
1465.00,3.00,37641.00,7376.00,4504.00,1.00,0.00,0.00,98.00
1466.00,5.00,40318.00,8236.00,4408.00,1.00,0.00,0.00,98.00
1467.00,1.00,46111.00,8882.00,3877.00,1.00,0.00,0.00,98.00
1468.00,2.00,43257.00,9225.00,4766.00,1.00,0.00,0.00,98.00
1469.00,2.00,39378.00,8919.00,3638.00,0.00,0.00,1.00,98.00
1470.00,2.00,39639.00,7144.00,5399.00,0.00,0.00,0.00,98.00
1471.00,2.00,37409.00,8609.00,2867.00,0.00,1.00,1.00,99.00
1472.00,1.00,40322.00,8694.00,3688.00,1.00,1.00,0.00,99.00
1473.00,3.00,41196.00,8850.00,3664.00,1.00,1.00,0.00,99.00
1474.00,2.00,47405.00,9804.00,5384.00,1.00,1.00,0.00,99.00
1475.00,1.00,43960.00,10621.00,4987.00,0.00,1.00,0.00,99.00
1476.00,4.00,35460.00,7374.00,3445.00,0.00,0.00,0.00,99.00
1477.00,1.00,37679.00,6568.00,3158.00,1.00,1.00,0.00,99.00
1478.00,2.00,37044.00,7909.00,3389.00,1.00,0.00,0.00,99.00
1479.00,5.00,50421.00,10421.00,4213.00,1.00,0.00,0.00,99.00
1480.00,5.00,35643.00,6384.00,3628.00,0.00,0.00,0.00,99.00
1481.00,3.00,44192.00,9686.00,4443.00,1.00,1.00,0.00,99.00
1482.00,1.00,39154.00,8684.00,2900.00,0.00,0.00,0.00,99.00
1483.00,3.00,41480.00,8571.00,5519.00,0.00,0.00,1.00,99.00
1484.00,2.00,38045.00,7865.00,2892.00,1.00,0.00,0.00,99.00
1485.00,2.00,47577.00,10474.00,4183.00,1.00,0.00,0.00,99.00
1486.00,3.00,35712.00,7015.00,3438.00,1.00,1.00,1.00,100.00
1487.00,5.00,31437.00,5357.00,3721.00,1.00,0.00,1.00,100.00
1488.00,3.00,35511.00,6978.00,3000.00,0.00,1.00,1.00,100.00
1489.00,4.00,41410.00,8752.00,3191.00,1.00,0.00,0.00,100.00
1490.00,3.00,35792.00,7874.00,4514.00,0.00,0.00,0.00,100.00
1491.00,6.00,45053.00,9182.00,4643.00,1.00,1.00,0.00,100.00
1492.00,2.00,47127.00,9026.00,4354.00,0.00,0.00,0.00,100.00
1493.00,2.00,35491.00,6823.00,3845.00,1.00,1.00,0.00,100.00
1494.00,5.00,51224.00,10850.00,5270.00,1.00,0.00,0.00,100.00
1495.00,2.00,36854.00,7854.00,3857.00,1.00,1.00,0.00,100.00
1496.00,3.00,34827.00,7512.00,2920.00,0.00,1.00,1.00,100.00
1497.00,2.00,34261.00,7071.00,3672.00,0.00,1.00,0.00,100.00
1498.00,4.00,35628.00,7152.00,3774.00,0.00,0.00,0.00,100.00
1499.00,5.00,51082.00,9819.00,5265.00,1.00,0.00,0.00,100.00
1500.00,3.00,41970.00,8305.00,5006.00,1.00,1.00,1.00,100.00
